  243.564  250.807  230.728
  251.835  242.567  219.419
  244.335  229.731  240.676
  249.817  233.431  231.931
  252.005  219.292  219.351
  243.252  251.278  235.835
  248.824  238.060  245.357
  248.415  234.521  226.573
  248.798  250.810  239.537
  251.837  242.252  231.980
  233.323  248.290  229.424
  247.255  247.084  241.528
  246.949  249.411  247.252
  243.563  255.220  255.203
  251.831  253.695  254.105
  244.336  249.695  255.505
  249.815  251.505  254.720
  252.005  246.508  252.864
  243.248  253.988  254.135
  248.827  251.828  254.624
  248.414  250.398  253.584
  248.797  254.126  254.019
  251.827  252.034  253.632
  233.321  253.672  253.307
  247.251  253.106  253.793
  246.949  253.103  253.452
