  244.872  243.611  245.584
  248.628  251.584  222.597
  232.100  247.942  244.449
  248.284  234.060  249.913
  252.544  242.735  242.446
  252.117  243.821  216.314
  250.353  238.133  225.355
  254.368  242.066  246.022
  247.488  242.885  242.954
  248.328  232.906  235.303
  244.897  236.328  241.232
  245.088  245.857  243.531
  241.860  235.572  239.698
  244.878  253.917  255.786
  248.628  255.569  254.373
  232.098  254.706  255.555
  248.281  251.262  255.109
  252.538  253.320  255.067
  252.120  253.595  253.656
  250.355  251.726  253.559
  254.370  252.777  254.570
  247.483  252.555  254.346
  248.324  250.155  253.832
  244.896  250.724  253.969
  245.090  253.087  253.715
  241.854  249.425  253.313
