  248.422  241.868  254.937
  253.652  247.596  215.584
  247.812  250.062  223.720
  241.116  234.332  226.182
  242.183  242.996  245.277
  250.725  244.247  229.189
  251.141  245.239  225.042
  248.699  250.357  235.031
  245.344  240.787  225.850
  245.225  244.785  225.961
  245.293  252.401  239.192
  253.532  234.670  241.857
  251.777  229.924  240.115
  248.421  253.833  253.568
  253.654  254.731  253.289
  247.809  255.203  254.372
  241.114  251.146  253.504
  242.183  253.300  255.006
  250.732  253.689  254.195
  251.140  253.733  253.972
  248.699  254.165  253.125
  245.349  252.392  252.883
  245.225  253.195  253.249
  245.295  252.914  253.539
  253.528  250.363  253.313
  251.775  249.176  253.306
