  249.465  238.756  241.087
  252.326  252.001  238.898
  252.883  253.258  244.464
  254.246  243.540  226.603
  251.043  246.092  253.805
  253.325  239.237  246.245
  250.840  252.334  244.722
  249.319  244.357  240.134
  249.707  246.909  248.967
  250.967  237.957  221.469
  246.501  233.519  187.670
  247.839  244.532  250.810
  245.582  244.119  234.729
  249.470  252.010  255.404
  252.326  255.416  255.594
  252.882  255.598  255.470
  254.246  253.608  254.409
  251.048  253.818  254.561
  253.324  252.199  254.629
  250.835  254.472  254.802
  249.318  253.157  254.516
  249.708  253.558  254.336
  250.966  251.738  252.712
  246.500  249.024  248.470
  247.836  252.201  253.451
  245.581  252.273  252.441
