  255.139  245.394  236.306
  248.162  252.851  234.953
  248.677  249.213  220.925
  252.369  240.380  252.431
  251.613  237.518  227.988
  248.797  244.797  228.265
  242.714  241.034  246.779
  240.180  248.729  236.606
  248.276  249.476  244.403
  242.027  245.884  214.462
  251.601  235.818  247.218
  247.858  242.396  234.080
  251.498  239.327  234.987
  255.141  254.195  255.273
  248.158  255.773  255.117
  248.683  255.208  254.205
  252.373  252.805  254.991
  251.613  251.194  254.437
  248.799  253.570  253.935
  242.721  252.135  254.672
  240.176  254.251  254.364
  248.279  254.033  254.372
  242.027  253.088  252.099
  251.604  251.033  253.905
  247.863  252.372  253.032
  251.502  251.137  253.399
