  246.296  249.104  254.760
  255.728  254.833  245.921
  252.349  245.416  227.159
  251.497  253.038  241.140
  252.140  241.145  227.432
  249.276  233.349  228.647
  253.243  247.357  231.573
  246.146  248.412  239.825
  248.070  249.729  232.549
  244.510  253.934  235.051
  251.706  232.227  251.447
  249.461  240.137  226.498
  246.697  251.423  248.912
  246.300  255.274  254.735
  255.727  255.700  255.756
  252.348  254.188  254.553
  251.498  255.394  255.147
  252.143  253.170  254.522
  249.276  250.642  254.119
  253.243  253.786  254.491
  246.151  253.836  254.369
  248.076  253.764  253.662
  244.511  254.119  253.554
  251.711  249.241  253.183
  249.462  251.391  252.648
  246.695  253.671  252.915
