  255.594  247.477  239.072
  252.159  244.685  237.433
  251.557  246.559  221.996
  250.546  248.095  222.691
  250.218  236.798  241.110
  249.621  244.553  236.111
  252.944  252.374  246.242
  253.247  243.649  229.983
  235.036  232.857  232.604
  251.622  235.277  238.382
  244.631  250.415  238.236
  252.804  247.956  226.577
  250.807  248.018  208.855
  255.596  254.915  255.622
  252.159  253.853  255.107
  251.556  254.485  254.211
  250.548  254.388  254.498
  250.222  251.686  254.821
  249.622  253.586  254.490
  252.949  254.849  254.475
  253.253  253.215  254.144
  235.039  249.131  254.065
  251.627  250.801  254.125
  244.629  253.884  253.908
  252.806  253.359  252.716
  250.802  253.372  251.196
