  247.027  249.691  237.576
  251.105  243.530  240.713
  247.316  245.737  233.566
  245.716  243.197  246.014
  251.818  251.448  222.264
  251.668  248.557  246.736
  247.883  244.332  220.809
  245.190  249.902  245.178
  237.747  235.478  245.881
  249.489  237.651  234.895
  250.608  240.556  249.719
  252.004  239.481  239.758
  250.065  240.819  221.287
  247.034  255.297  255.368
  251.107  253.979  255.713
  247.321  254.472  254.589
  245.716  253.883  255.231
  251.820  255.103  253.954
  251.674  254.090  254.673
  247.886  253.285  253.414
  245.196  254.236  254.500
  237.753  250.132  254.319
  249.491  251.235  253.973
  250.609  252.058  253.696
  252.006  251.492  253.789
  250.066  251.435  252.050
