  254.817  236.442  239.270
  251.756  237.307  239.871
  254.030  236.705  238.044
  241.433  250.860  250.779
  254.324  250.012  222.825
  249.158  237.054  236.577
  243.478  236.878  241.377
  251.769  228.728  213.693
  246.090  246.692  233.503
  248.545  246.780  234.939
  247.551  243.304  243.135
  243.707  252.199  243.981
  252.785  214.248  219.884
  254.825  252.251  255.739
  251.760  252.227  255.585
  254.037  251.882  255.063
  241.429  255.235  255.014
  254.333  254.577  253.627
  249.160  251.665  254.763
  243.482  250.107  254.471
  251.775  248.606  252.059
  246.092  253.199  254.049
  248.550  253.555  253.451
  247.557  252.301  253.957
  243.710  253.764  252.998
  252.792  243.518  252.416
