  254.382  244.839  226.112
  248.566  242.725  233.512
  245.532  254.099  225.111
  251.641  244.498  222.698
  251.115  228.111  244.782
  240.737  240.820  238.424
  250.901  227.415  236.855
  251.648  244.410  232.304
  242.360  241.943  245.592
  253.302  241.331  227.321
  242.989  237.656  248.761
  244.740  249.873  246.696
  252.755  248.462  227.837
  254.385  254.380  254.960
  248.571  253.539  255.144
  245.529  255.504  254.244
  251.642  253.949  254.171
  251.117  249.562  255.217
  240.732  252.578  254.661
  250.904  248.490  254.248
  251.653  253.142  253.649
  242.363  252.729  254.374
  253.308  252.169  252.875
  242.984  250.488  253.360
  244.739  253.631  253.786
  252.757  253.325  252.715
