  252.050  238.847  245.862
  249.828  251.641  245.711
  247.486  246.798  249.195
  251.080  248.625  250.079
  241.339  243.323  243.504
  250.806  243.960  249.417
  241.277  242.401  222.350
  245.813  247.156  229.938
  251.282  232.530  241.589
  249.493  247.036  241.473
  245.554  232.367  242.947
  252.883  249.599  226.142
  244.491  241.188  221.933
  252.046  252.950  255.167
  249.824  255.634  255.729
  247.489  254.314  255.140
  251.078  254.798  254.941
  241.341  253.238  254.843
  250.804  253.179  254.769
  241.277  253.089  253.717
  245.810  253.537  253.735
  251.286  249.826  254.027
  249.492  253.370  254.150
  245.555  249.624  253.161
  252.884  253.666  252.494
  244.486  251.941  252.369
