  246.841  251.993  246.755
  253.627  226.677  244.147
  245.573  252.278  249.070
  254.563  251.982  230.889
  249.632  237.749  241.242
  251.091  222.625  236.543
  235.864  238.059  251.862
  251.911  248.135  223.575
  247.379  245.574  242.898
  252.736  231.448  237.145
  232.982  244.100  232.169
  242.233  249.635  233.357
  238.413  252.755  230.622
  246.845  255.735  255.708
  253.631  249.622  255.697
  245.574  253.855  255.492
  254.565  254.258  254.885
  249.634  251.879  254.881
  251.100  247.710  254.852
  235.868  252.261  254.524
  251.911  254.083  253.130
  247.384  252.771  254.267
  252.737  249.563  253.943
  232.985  252.799  253.174
  242.235  253.609  253.415
  238.420  253.677  252.978
