  244.103  247.066  233.059
  242.731  244.288  251.339
  246.904  251.594  238.198
  252.620  247.099  225.453
  244.482  246.296  230.153
  245.004  235.883  222.464
  252.050  252.471  227.017
  246.469  233.762  229.774
  251.583  235.187  227.946
  249.011  243.469  229.576
  235.836  218.602  222.713
  243.796  239.895  223.727
  246.236  250.343  245.457
  244.110  255.078  254.663
  242.734  253.965  255.386
  246.911  255.312  254.571
  252.629  254.460  254.123
  244.488  254.228  254.552
  245.005  251.372  253.015
  252.054  254.774  253.914
  246.479  250.243  254.034
  251.597  250.727  253.512
  249.011  252.757  253.331
  235.842  245.387  251.991
  243.801  251.471  252.681
  246.242  253.594  253.601
