  254.138  249.639  244.858
  250.801  239.317  241.159
  253.277  242.179  229.520
  243.912  246.414  236.359
  250.020  248.293  231.581
  249.362  237.656  234.574
  252.391  228.801  238.944
  236.446  246.134  240.613
  249.982  246.210  236.962
  251.798  249.117  228.245
  245.389  237.115  251.227
  246.575  251.051  228.784
  247.386  229.089  247.762
  254.141  255.470  255.786
  250.801  253.066  255.637
  253.280  253.651  254.884
  243.911  253.656  255.046
  250.026  254.464  254.508
  249.358  252.010  254.721
  252.393  249.382  254.724
  236.447  253.187  254.303
  249.983  253.606  254.019
  251.801  253.685  253.381
  245.396  250.817  253.592
  246.578  253.872  252.958
  247.389  248.810  252.818
