  244.262  245.584  244.605
  251.033  228.571  236.783
  251.764  250.750  230.855
  255.294  243.170  229.623
  253.374  250.375  239.242
  246.886  248.088  249.631
  250.196  235.577  213.727
  247.804  253.926  244.591
  248.463  248.271  242.698
  249.684  250.502  244.446
  252.596  243.682  245.485
  245.680  244.615  217.046
  245.155  243.235  235.838
  244.266  254.547  255.897
  251.036  248.429  255.729
  251.770  255.169  254.984
  255.295  253.079  254.449
  253.375  255.030  254.891
  246.884  254.211  254.814
  250.198  249.976  251.731
  247.806  254.631  254.579
  248.467  253.874  253.156
  249.683  254.130  252.348
  252.599  252.520  253.842
  245.688  252.807  252.333
  245.156  252.289  253.309
