  247.289  234.538  255.451
  254.628  220.154  234.648
  250.313  241.426  250.104
  255.440  245.590  245.325
  251.155  250.811  232.080
  255.258  236.999  251.281
  252.386  243.535  241.984
  235.932  248.578  238.964
  253.077  248.048  220.738
  251.271  240.068  243.317
  252.381  237.913  214.001
  253.131  235.397  239.222
  244.522  251.039  252.767
  247.294  251.187  255.074
  254.628  246.355  255.101
  250.321  253.069  255.425
  255.436  253.756  255.386
  251.151  254.984  254.397
  255.258  251.385  254.843
  252.387  253.147  254.417
  235.935  253.782  254.490
  253.081  253.580  253.085
  251.273  252.226  254.172
  252.385  250.833  252.039
  253.137  250.241  253.643
  244.528  253.595  252.835
