  248.977  248.048  233.256
  252.514  241.005  242.047
  251.210  247.271  251.753
  247.762  252.701  228.827
  252.224  235.639  236.725
  247.378  241.122  237.425
  253.109  244.562  239.863
  244.793  245.895  233.434
  248.959  250.298  229.603
  251.288  234.633  249.337
  243.821  227.525  219.830
  250.161  241.828  219.446
  252.426  248.613  238.888
  248.984  255.057  255.423
  252.511  253.657  253.834
  251.211  254.643  255.503
  247.764  254.707  254.600
  252.222  251.614  254.457
  247.382  252.514  254.701
  253.113  253.415  254.609
  244.793  253.821  254.212
  248.960  254.187  253.527
  251.291  250.817  253.575
  243.826  248.869  252.973
  250.162  252.021  252.617
  252.421  253.397  253.315
