  254.031  241.177  247.638
  247.566  244.891  234.267
  247.695  245.822  235.457
  250.792  245.525  244.755
  245.237  242.430  251.643
  242.320  231.243  227.107
  240.558  249.111  212.887
  249.820  232.094  252.546
  251.278  239.736  252.860
  241.670  240.778  243.187
  250.958  252.427  233.135
  250.539  247.804  249.470
  246.883  238.816  230.067
  254.040  253.500  255.527
  247.567  254.093  254.672
  247.696  253.750  255.200
  250.798  254.116  255.022
  245.240  253.539  254.811
  242.319  249.921  253.780
  240.567  254.200  252.903
  249.822  249.807  253.991
  251.281  251.770  253.615
  241.670  251.756  253.976
  250.962  254.031  252.566
  250.540  253.285  253.537
  246.888  250.533  253.179
