  254.195  249.008  236.152
  245.625  230.300  214.979
  251.355  244.505  248.757
  235.032  253.056  247.234
  251.396  240.231  240.912
  248.857  251.565  235.833
  248.067  253.567  238.495
  249.744  243.428  245.174
  252.975  241.757  242.044
  240.733  240.146  229.412
  249.470  242.516  237.166
  249.273  250.353  240.549
  253.082  242.710  221.169
  254.199  255.131  255.330
  245.628  250.411  253.490
  251.360  253.872  255.472
  235.026  254.894  255.361
  251.392  252.673  254.411
  248.857  254.564  252.893
  248.073  254.856  254.476
  249.743  253.080  254.577
  252.972  252.066  253.715
  240.735  251.930  253.212
  249.476  252.270  253.487
  249.273  253.594  253.439
  253.078  251.851  252.095
